-,44,-,-,-,                     7.87,                     -0.95,                     3.46
-,45,-,-,-,                     3.22,                     -3.54,                     -0.16
-,46,-,-,-,                     3.74,                     -3.99,                     -0.13
-,47,-,-,-,                     1.94,                     -6.61,                     -2.34
-,48,-,-,-,                     7.13,                     -2.14,                     2.5
-,49,-,-,-,                     5.79,                     -1.61,                     2.09
-,50,-,-,-,                     8.16,                     -0.19,                     3.99
-,51,-,-,-,                     -3.29,                     -13.41,                     -8.35
-,52,-,-,-,                     6.59,                     -1.87,                     2.36
-,53,-,-,-,                     5.49,                     -2.18,                     1.66
-,54,-,-,-,                     6.83,                     -1.05,                     2.89
-,55,-,-,-,                     7.59,                     -1.27,                     3.16
-,56,-,-,-,                     12.87,                     0.96,                     6.91
-,57,-,-,-,                     2.45,                     -6.28,                     -1.92
-,58,-,-,-,                     9.36,                     -0.52,                     4.42
-,59,-,-,-,                     6.57,                     -1.41,                     2.58
-,60,-,-,-,                     1.08,                     -8.49,                     -3.71
-,61,-,-,-,                     7.65,                     -0.25,                     3.7
-,62,-,-,-,                     3.93,                     -3.49,                     0.22
-,63,-,-,-,                     2.07,                     -12.09,                     -5.01
-,64,-,-,-,                     4.21,                     -4.44,                     -0.11
-,65,-,-,-,                     3.36,                     -6.42,                     -1.53
-,66,-,-,-,                     1.17,                     -7.15,                     -2.99
-,67,-,-,-,                     5.16,                     -1.06,                     2.05
-,68,-,-,-,                     4.13,                     -2.46,                     0.84
-,69,-,-,-,                     2.28,                     -14.31,                     -6.01
-,70,-,-,-,                     13.59,                     0.81,                     7.2
-,71,-,-,-,                     1.83,                     -9.06,                     -3.62
-,72,-,-,-,                     -9.3,                     -25.06,                     -17.18
